epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.055,1.24976,1.95967,1.2402,0.73785,0.46214,0.56587,0.42071,1.07043,1.04994,1.05178,1.785e-05,1.785e-05,1.785e-05
2,29.0731,1.2913,1.97809,1.26559,0.72421,0.46649,0.57723,0.42805,1.07919,1.04768,1.05869,1.86295e-05,1.86295e-05,1.86295e-05
